32 194,268 217,268 194,315 217,315
31 219,268 242,268 219,315 242,315
21 244,268 266,268 244,315 266,315
7 277,268 299,268 277,315 299,315
2 301,268 324,268 301,315 324,315
8 326,268 348,268 326,315 348,315
8 351,268 373,268 351,315 373,315
plate 192,249 379,249 192,328 379,328
32 126,173 139,173 126,202 139,202
11 141,173 154,173 141,202 154,202
22 156,173 170,173 156,202 170,202
9 176,173 190,173 176,202 190,202
8 191,173 205,173 191,202 205,202
9 206,173 220,173 206,202 220,202
6 222,173 235,173 222,202 235,202
plate 124,162 239,162 124,210 239,210
