31 178,377 190,377 178,402 190,402
24 191,377 203,377 191,402 203,402
26 205,377 217,377 205,402 217,402
3 222,377 234,377 222,402 234,402
7 235,377 247,377 235,402 247,402
0 249,377 261,377 249,402 261,402
9 262,377 274,377 262,402 274,402
plate 177,367 277,367 177,409 277,409
25 264,111 285,111 264,154 285,154
11 287,111 308,111 287,154 308,154
28 310,111 331,111 310,154 331,154
8 340,111 361,111 340,154 361,154
4 363,111 384,111 363,154 384,154
7 386,111 407,111 386,154 407,154
8 409,111 430,111 409,154 430,154
plate 262,94 435,94 262,166 435,166
