19 266,84 292,84 266,139 292,139
15 295,84 321,84 295,139 321,139
28 323,84 349,84 323,139 349,139
2 361,84 387,84 361,139 387,139
5 390,84 416,84 390,139 416,139
5 418,84 444,84 418,139 444,139
5 447,84 473,84 447,139 473,139
plate 263,62 480,62 263,154 480,154
14 207,262 222,262 207,295 222,295
15 224,262 240,262 224,295 240,295
29 241,262 257,262 241,295 257,295
5 264,262 279,262 264,295 279,295
4 281,262 296,262 281,295 296,295
1 298,262 314,262 298,295 314,295
7 315,262 331,262 315,295 331,295
plate 205,249 335,249 205,304 335,304
