12 234,439 252,439 234,475 252,475
22 253,439 271,439 253,475 271,475
29 272,439 290,439 272,475 290,475
1 298,439 315,439 298,475 315,475
9 317,439 334,439 317,475 334,475
6 336,439 353,439 336,475 353,475
0 355,439 372,439 355,475 372,475
plate 232,424 377,424 232,485 377,485
27 318,43 328,43 318,65 328,65
29 329,43 340,43 329,65 340,65
29 341,43 351,43 341,65 351,65
8 356,43 366,43 356,65 366,65
1 367,43 378,43 367,65 378,65
4 379,43 389,43 379,65 389,65
0 390,43 401,43 390,65 401,65
plate 317,35 403,35 317,70 403,70
