33 55,355 62,354 48,370 54,369
20 63,353 70,352 55,369 63,369
29 71,352 80,350 64,369 73,368
7 85,349 96,347 78,368 90,367
1 97,347 111,344 91,367 105,367
6 112,344 129,341 107,367 125,365
2 131,340 151,336 128,365 150,364
plate 57,350 158,326 45,374 157,373
12 58,122 79,123 63,162 83,163
30 80,123 100,124 84,163 103,163
10 101,124 121,125 105,163 123,163
7 129,125 147,126 132,163 149,163
9 149,126 166,126 151,163 167,163
1 168,126 185,127 169,163 185,163
5 187,127 203,128 187,163 203,164
plate 54,105 207,112 62,173 208,173
