15 144,102 175,103 157,163 186,163
29 178,103 208,104 190,163 218,163
21 210,104 240,105 220,163 247,163
3 253,106 281,106 260,164 286,164
2 284,107 311,108 289,164 315,164
8 313,108 339,109 316,164 341,164
4 342,109 368,110 344,164 369,164
plate 135,75 375,86 157,178 375,178
10 84,286 107,287 70,339 95,340
21 109,287 131,288 97,340 122,340
12 133,289 153,290 124,340 146,340
0 164,290 183,291 157,340 178,341
4 185,291 205,292 180,341 201,341
3 207,292 225,293 203,341 223,341
4 227,293 245,294 226,341 245,342
plate 87,267 250,277 64,356 250,356
