23 44,200 64,201 33,247 55,248
32 66,201 85,202 57,248 77,248
30 87,202 105,203 79,248 99,248
4 112,204 129,205 107,248 125,249
4 131,205 147,206 127,249 145,249
8 149,206 165,207 146,249 163,249
8 166,207 182,208 165,249 181,250
plate 46,184 186,194 28,260 185,261
22 98,303 110,302 87,331 100,331
25 112,302 124,301 101,331 115,331
26 125,301 138,300 116,331 130,330
2 144,300 157,299 137,330 151,330
6 159,299 173,298 153,330 169,330
1 175,298 190,297 171,330 188,329
6 191,297 207,296 189,329 207,329
plate 101,293 212,285 82,340 211,339
