31 226,257 237,257 221,282 233,283
30 238,257 249,258 234,283 246,283
20 250,258 260,259 247,283 257,283
2 264,259 274,260 262,283 272,283
1 275,260 284,260 273,283 283,283
3 285,260 294,261 284,284 293,284
0 294,261 303,262 294,284 303,284
plate 226,248 305,254 219,289 305,289
32 74,54 90,56 79,87 94,87
14 91,56 106,57 95,87 109,87
14 108,57 122,59 111,87 124,88
8 127,59 140,60 129,88 141,88
1 141,60 153,61 142,88 154,88
5 154,62 165,63 155,88 166,89
8 166,63 177,64 167,89 177,89
plate 70,40 179,53 79,95 179,96
