16 86,46 117,50 78,119 111,120
28 120,50 149,54 114,120 144,121
31 151,54 178,57 147,121 174,121
3 190,58 214,61 186,122 212,123
5 217,61 239,64 214,123 238,123
4 241,64 262,66 239,123 261,124
9 264,67 284,69 263,124 284,125
plate 85,18 289,48 72,139 289,140
11 112,438 145,441 120,507 152,508
32 148,442 179,445 154,508 184,509
21 181,446 209,449 186,509 213,510
5 221,450 246,453 224,510 249,511
0 248,454 271,456 250,511 272,512
7 273,457 294,459 275,512 295,512
3 296,459 315,462 297,513 315,513
plate 105,408 321,441 118,526 321,527
