10 309,406 327,404 314,439 332,439
15 328,404 348,402 333,439 352,438
10 349,402 369,400 354,438 374,438
5 380,399 402,397 384,438 406,437
2 404,397 430,395 408,437 432,437
3 432,395 459,392 435,437 461,436
2 463,392 492,389 464,436 493,435
plate 305,392 501,369 314,448 501,447
10 92,16 101,15 88,37 97,36
32 103,14 113,13 99,36 109,36
19 114,13 126,12 111,36 123,36
9 131,12 144,10 128,36 142,35
7 145,10 160,9 143,35 158,35
4 161,9 176,7 159,35 175,34
8 179,7 195,5 178,34 194,34
plate 92,8 200,-5 85,43 200,42
