30 20,438 33,439 27,464 38,464
26 34,439 47,440 39,464 52,465
19 48,440 60,441 53,465 63,465
7 65,441 76,441 69,465 79,465
9 77,441 89,442 80,465 90,465
8 90,442 100,443 91,465 101,465
0 101,443 111,443 102,465 112,465
plate 16,428 113,435 27,470 113,470
30 291,234 303,235 287,263 299,263
33 304,235 316,237 300,263 313,264
27 317,237 327,238 314,264 325,264
5 332,239 341,240 330,264 339,264
5 342,240 351,241 340,264 350,265
6 352,241 360,242 351,265 359,265
6 361,242 369,243 360,265 369,265
plate 292,224 370,235 284,270 370,271
