12 116,116 131,115 105,148 120,148
25 132,114 148,113 121,148 138,147
30 150,113 166,111 139,147 157,147
5 174,110 193,108 165,146 185,146
7 195,108 215,106 187,146 209,145
0 217,106 239,104 212,145 236,144
5 241,103 265,101 238,144 264,144
plate 119,105 272,86 99,158 271,157
16 120,378 141,377 126,417 146,417
19 143,377 164,376 147,417 168,417
13 166,376 187,375 170,417 191,417
5 198,374 221,373 202,416 224,416
3 223,373 248,372 226,416 250,416
9 250,372 275,370 252,416 276,415
3 279,370 305,369 280,415 305,415
plate 116,362 312,349 125,428 313,427
