25 43,54 63,56 35,100 56,100
31 64,56 83,58 58,100 78,101
33 84,58 102,60 79,101 98,102
1 110,61 125,62 106,102 122,102
7 127,62 141,64 124,102 139,103
9 143,64 156,65 141,103 155,103
5 158,66 171,67 157,103 170,103
plate 43,36 174,53 30,114 174,114
25 209,366 232,369 197,423 222,424
25 234,370 254,373 225,424 247,425
19 256,373 275,376 249,425 270,426
4 282,378 299,380 278,427 295,427
2 301,380 316,383 297,427 313,428
6 317,383 331,385 315,428 330,429
3 332,386 345,388 331,429 345,429
plate 210,346 348,374 191,439 348,440
