22 351,116 367,117 359,147 373,147
14 368,117 383,118 375,147 388,147
12 386,118 400,119 391,147 404,147
2 405,120 418,121 409,148 421,148
9 419,121 432,122 422,148 434,148
2 434,122 445,122 435,148 446,148
3 446,123 457,123 447,148 458,148
plate 346,102 460,113 360,155 460,155
15 14,460 30,463 11,496 27,497
14 31,463 45,465 29,497 43,497
20 47,465 60,467 45,497 58,498
1 65,468 76,470 64,498 75,499
6 77,470 87,471 76,499 86,499
6 88,472 98,473 88,499 97,500
6 98,473 107,474 98,500 107,500
plate 14,446 109,465 9,506 109,507
