18 349,13 356,12 343,29 351,28
33 356,12 364,11 351,28 359,28
33 365,11 374,10 361,28 370,27
0 378,9 389,7 374,27 385,27
5 390,7 402,5 386,27 399,26
0 404,5 418,3 401,26 416,25
0 419,3 436,0 417,25 435,25
plate 350,8 440,-8 341,33 440,32
11 78,203 104,205 71,262 98,263
31 107,206 131,208 101,263 127,263
18 133,208 156,210 129,264 152,264
4 166,211 187,213 163,264 184,265
8 189,213 209,215 186,265 207,265
7 210,215 229,217 209,265 228,266
2 231,217 248,219 230,266 248,266
plate 79,180 253,201 66,279 253,280
