15 129,416 145,413 136,446 152,445
14 147,413 165,411 154,445 172,444
23 166,410 187,408 174,444 194,444
1 198,406 223,403 204,443 229,443
5 226,402 255,398 232,442 260,442
5 258,398 293,393 263,441 296,440
0 297,392 339,386 300,440 340,439
plate 124,403 352,361 137,453 353,452
16 146,208 161,206 130,243 146,242
23 162,205 180,203 148,242 166,241
30 181,203 199,201 168,241 187,241
9 208,200 230,197 196,240 220,239
4 232,197 255,194 222,239 247,238
9 258,193 284,190 250,238 279,237
2 286,190 315,186 281,237 314,236
plate 149,195 325,168 124,253 324,252
