31 88,368 112,370 77,424 103,425
28 115,371 137,373 105,425 129,425
18 139,374 159,376 131,426 153,426
2 167,377 186,379 162,427 182,427
1 188,379 205,381 184,427 203,428
3 207,382 223,383 204,428 222,428
7 224,384 240,385 223,428 239,429
plate 90,347 243,370 71,441 243,442
18 315,300 329,298 329,323 342,323
17 330,298 346,296 344,323 359,323
16 348,296 366,294 360,322 378,322
5 374,293 396,290 386,322 406,321
2 398,290 423,287 408,321 431,321
3 426,286 455,283 434,320 461,320
8 458,282 493,278 464,320 495,319
plate 307,290 502,257 331,329 503,328
