15 90,291 109,290 96,328 115,328
13 111,290 132,289 117,328 137,327
13 134,288 155,287 139,327 159,327
3 165,286 188,285 170,327 192,327
6 190,285 216,283 194,326 218,326
2 218,283 244,281 221,326 245,326
4 247,281 275,279 249,326 276,325
plate 85,276 283,259 96,338 283,337
33 223,455 233,453 234,472 243,472
31 235,453 247,452 245,472 256,472
14 247,452 261,450 257,472 270,471
4 267,449 283,447 276,471 291,471
4 285,447 303,445 293,471 309,470
1 305,444 328,441 312,470 332,470
8 330,441 357,438 334,470 358,469
plate 217,447 364,422 235,477 365,476
