15 208,275 223,277 198,316 216,317
29 226,278 240,280 218,317 234,318
16 242,281 255,283 236,318 251,319
6 260,284 272,286 257,319 270,320
0 273,286 284,288 270,320 282,320
5 285,288 294,290 283,320 294,321
2 296,290 304,292 295,321 304,321
plate 208,260 307,282 192,329 306,330
21 14,435 22,434 18,448 26,448
25 22,434 30,433 26,448 34,448
10 32,433 41,431 36,448 45,447
4 46,431 57,429 49,447 60,447
1 58,429 72,427 61,447 74,446
8 74,427 91,424 77,446 93,446
8 92,424 112,421 94,446 113,445
plate 12,430 118,410 19,452 118,451
