25 32,158 47,159 35,188 49,188
25 48,159 62,160 50,188 64,189
19 64,160 77,161 66,189 79,189
2 82,161 95,162 84,189 96,189
7 96,162 107,163 97,189 108,189
5 109,163 121,164 110,189 121,190
1 122,164 132,165 122,190 132,190
plate 30,146 135,154 35,196 135,197
30 224,216 243,215 238,248 256,248
12 245,214 265,213 257,248 277,248
22 266,212 287,211 278,248 298,247
4 298,210 322,208 308,247 331,247
0 324,208 351,205 333,247 358,246
6 354,205 382,203 360,246 386,245
0 386,202 418,199 390,245 419,245
plate 217,202 427,177 240,257 427,256
