24 305,78 317,77 308,104 320,103
32 319,77 333,76 322,103 336,103
33 334,76 348,75 337,103 351,103
0 355,75 371,73 358,103 373,102
7 373,73 389,72 375,102 391,102
1 392,72 410,70 393,102 411,102
6 412,70 432,69 413,102 432,101
plate 301,68 437,55 308,110 438,110
29 108,394 130,395 98,443 120,443
13 132,395 152,396 123,443 145,444
15 154,397 174,398 147,444 168,444
2 182,398 201,399 177,444 197,444
8 203,399 222,400 199,444 219,445
9 223,400 241,401 221,445 240,445
9 243,401 260,402 242,445 260,445
plate 110,377 265,386 92,458 264,458
