23 291,470 301,470 295,490 305,490
12 302,470 313,469 305,490 316,490
20 314,469 324,469 317,490 327,490
5 329,469 340,469 332,490 342,489
7 341,469 353,468 343,489 354,489
7 354,468 365,468 355,489 366,489
0 366,468 379,467 367,489 379,489
plate 289,462 381,459 295,494 381,494
10 388,345 398,344 394,365 404,365
25 400,344 411,343 406,365 416,364
21 413,343 426,342 418,364 430,364
0 431,341 446,340 436,364 450,364
8 447,339 463,338 451,364 466,363
8 464,338 482,336 467,363 484,363
3 485,336 503,334 486,363 504,362
plate 384,337 509,322 394,370 509,369
