12 256,72 284,77 250,136 279,138
12 286,78 311,82 281,138 307,139
27 313,83 335,86 309,139 332,140
0 344,88 362,91 341,141 361,142
4 364,92 381,95 362,142 380,143
0 383,95 398,98 382,143 398,143
4 400,98 414,100 399,143 414,144
plate 256,48 417,84 245,155 417,157
23 53,141 80,146 45,204 74,205
23 82,146 106,150 76,205 101,206
26 108,151 130,154 104,206 126,207
2 138,156 157,159 135,208 155,209
6 159,159 176,162 157,209 175,209
4 178,162 193,165 176,210 193,210
1 195,165 209,167 194,210 209,211
plate 53,118 212,151 40,222 212,224
