25 245,356 255,356 237,381 247,380
16 256,356 267,355 249,380 260,380
27 268,355 280,354 262,380 275,380
6 285,354 298,353 280,380 294,380
3 299,353 312,352 295,380 309,379
4 313,352 327,351 310,379 325,379
2 329,351 343,350 327,379 342,379
plate 246,348 347,340 233,388 347,388
16 41,240 77,244 57,312 89,313
25 79,244 113,249 92,313 122,314
21 115,249 144,253 124,314 151,315
2 156,254 183,258 163,315 187,316
5 185,258 208,261 189,316 211,317
4 211,261 232,264 214,317 234,317
9 234,264 254,267 235,317 254,318
plate 30,207 259,246 56,330 259,331
