31 333,12 345,10 344,33 356,33
27 346,10 360,8 357,33 370,32
27 361,8 377,6 372,32 387,32
1 384,5 403,2 394,32 412,31
1 405,2 428,0 414,31 435,31
3 430,0 457,-4 437,31 462,30
2 460,-4 492,-9 465,30 494,29
plate 327,3 502,-27 345,38 503,37
18 154,233 189,236 169,302 201,303
14 193,236 225,239 204,303 234,303
27 227,239 257,241 236,303 265,304
5 270,242 298,244 277,304 303,304
1 301,245 328,247 306,304 331,305
7 329,247 354,249 333,305 356,305
7 357,249 380,251 359,305 381,306
plate 144,203 386,228 169,319 387,320
