17 260,148 271,148 263,169 274,169
21 272,148 282,149 275,169 285,169
23 282,149 292,149 285,169 294,169
1 297,150 306,150 298,169 307,169
1 307,150 315,151 308,169 316,169
2 316,151 325,151 317,169 326,169
8 326,151 334,152 326,169 334,170
plate 256,138 336,143 263,174 336,174
21 78,311 90,311 86,336 97,336
27 92,311 105,310 99,336 111,335
17 107,310 121,309 113,335 127,335
9 128,309 143,308 133,335 147,335
7 144,308 160,308 148,335 163,335
6 161,308 177,307 164,335 179,335
8 180,307 196,306 182,335 197,334
plate 73,301 201,294 86,342 201,342
