26 364,273 380,276 368,308 384,309
18 382,276 397,278 385,309 400,310
26 399,278 413,280 402,310 415,310
7 419,280 431,282 421,310 432,311
8 432,282 443,284 433,311 444,311
3 445,284 456,285 446,311 456,311
3 456,285 466,286 457,311 466,312
plate 360,258 468,276 368,318 468,318
30 70,324 98,328 57,393 88,395
12 100,328 128,332 91,395 120,396
27 130,332 153,336 122,396 148,397
8 164,337 186,340 159,397 182,398
5 188,340 207,343 184,398 205,399
2 210,343 228,346 207,399 226,400
0 229,346 246,349 228,400 246,400
plate 70,298 251,330 49,414 251,416
