22 108,395 124,393 98,429 114,429
27 125,393 143,391 115,429 134,428
33 145,390 164,388 135,428 155,427
6 173,387 195,384 165,427 188,426
9 197,384 221,381 190,426 216,425
1 224,381 251,377 219,425 248,424
1 254,377 284,373 250,424 283,423
plate 110,383 294,354 93,440 293,438
23 303,114 310,113 308,127 315,127
32 311,113 319,112 316,127 324,127
33 321,112 330,111 326,127 335,127
5 335,110 347,108 339,126 351,126
2 348,108 361,106 352,126 365,126
1 364,106 380,104 367,126 383,125
4 382,103 402,101 384,125 403,124
plate 300,109 408,89 309,131 408,130
