24 28,282 45,279 38,313 55,313
29 47,279 67,277 57,313 76,312
11 68,277 90,274 77,312 99,311
4 101,272 127,269 109,311 134,310
0 130,269 160,265 137,310 166,309
3 162,265 197,260 168,309 201,308
6 201,260 243,254 205,308 244,307
plate 22,269 255,229 39,321 255,320
31 280,311 294,313 286,337 298,338
30 295,313 307,315 299,338 311,338
13 307,315 318,316 311,338 321,339
5 323,317 332,318 325,339 334,339
2 333,318 341,319 335,339 342,339
2 342,320 350,321 343,339 350,340
3 350,321 357,322 351,340 357,340
plate 276,298 359,313 286,344 359,345
