23 61,375 82,373 71,416 92,416
10 84,373 108,372 94,416 116,416
26 110,372 134,371 118,416 141,415
9 145,370 172,369 152,415 177,415
6 174,369 201,367 179,415 205,415
3 204,367 232,365 208,415 235,414
3 235,365 264,364 237,414 265,414
plate 54,357 273,342 71,427 274,427
10 18,186 29,185 22,205 33,205
15 30,184 42,183 34,205 46,204
30 43,183 57,181 46,204 60,204
5 64,180 80,177 67,204 83,203
3 82,177 101,174 85,203 104,203
1 103,174 126,171 106,202 128,202
6 129,170 157,166 131,202 158,201
plate 15,178 166,149 22,210 166,210
