19 190,412 214,414 175,472 202,472
23 216,414 241,415 204,472 231,473
19 243,415 266,417 233,473 258,473
3 276,418 298,419 268,473 292,474
5 300,419 320,421 294,474 316,474
2 323,421 342,422 319,474 340,475
2 344,422 363,423 342,475 362,475
plate 192,391 368,405 167,490 368,490
32 356,341 363,339 348,358 356,358
32 364,339 374,337 357,357 366,357
32 374,337 385,335 367,357 378,356
7 390,334 403,332 383,356 396,355
3 404,332 419,329 398,355 414,354
4 421,328 441,325 416,354 437,353
4 442,324 467,320 438,353 465,352
plate 358,335 474,308 345,363 473,362
