28 98,224 127,228 88,290 118,292
20 129,229 155,233 121,292 148,293
16 157,233 179,236 151,293 174,294
5 189,238 209,241 185,294 206,295
4 210,241 229,244 208,295 227,296
9 231,244 247,247 229,296 246,297
4 249,247 264,250 248,297 264,298
plate 100,199 268,232 82,310 268,312
32 161,24 186,25 169,74 193,74
27 189,25 213,27 195,74 218,74
22 215,27 238,28 220,74 242,74
1 248,28 270,29 252,75 273,75
3 272,29 293,30 275,75 295,75
5 295,30 316,31 297,75 317,75
4 318,32 337,32 319,75 338,76
plate 155,3 342,15 169,87 342,87
