33 74,452 106,457 79,519 110,520
13 108,457 137,461 112,520 140,521
28 139,461 164,464 142,521 166,522
1 176,466 198,469 178,522 199,523
2 200,469 221,472 201,523 222,524
1 222,472 241,475 223,524 241,524
2 243,475 260,477 244,524 261,525
plate 69,424 265,458 78,537 265,538
28 135,247 151,245 150,273 165,273
30 153,245 170,243 167,273 184,273
10 172,243 191,241 185,272 204,272
6 201,239 224,237 213,272 235,271
3 226,236 254,233 237,271 262,270
6 256,233 287,229 265,270 293,270
3 291,229 328,224 297,270 330,269
plate 128,236 338,201 153,280 340,279
