19 298,243 329,247 292,314 323,316
26 331,248 360,252 326,316 355,317
32 362,252 387,256 358,317 384,318
9 397,257 420,261 395,318 418,319
6 422,261 442,264 420,319 441,320
6 445,264 464,267 444,320 463,321
1 465,267 482,270 464,321 482,322
plate 297,216 487,251 285,335 487,336
21 47,198 75,200 58,252 84,253
24 77,200 103,202 87,253 111,253
27 106,202 130,205 113,253 136,254
2 140,205 163,207 145,254 166,254
8 165,207 186,209 168,255 188,255
6 188,209 208,211 190,255 209,255
3 209,211 228,213 211,255 228,256
plate 39,174 232,195 59,266 232,267
