28 145,300 160,302 153,332 166,332
31 162,302 177,304 168,332 181,332
14 178,304 190,306 182,332 193,333
0 196,306 206,308 199,333 209,333
0 208,308 218,309 210,333 220,334
9 219,310 228,311 220,334 229,334
3 229,311 238,312 230,334 238,334
plate 141,286 239,304 153,338 239,339
18 69,72 85,70 75,102 90,102
15 86,70 103,69 92,102 108,102
18 105,69 123,67 110,102 127,101
3 131,67 150,65 134,101 153,101
6 152,65 173,64 155,101 176,101
8 176,63 198,62 178,101 200,100
1 201,61 225,60 202,100 226,100
plate 65,60 232,43 74,110 232,109
