10 85,143 101,142 92,172 107,171
29 102,142 119,141 108,171 124,171
15 120,141 137,140 125,171 142,171
9 145,139 163,138 150,171 167,171
9 165,138 184,137 169,171 187,170
9 186,137 207,136 189,170 208,170
7 209,136 230,134 210,170 231,170
plate 81,130 237,118 92,179 237,179
32 313,268 321,267 309,284 317,284
10 321,267 330,266 317,283 326,283
32 331,265 340,264 327,283 337,283
9 344,264 355,262 341,283 352,282
6 356,262 368,260 353,282 366,282
3 371,260 385,258 368,282 383,281
5 386,258 402,256 384,281 401,280
plate 314,262 406,246 307,288 406,288
