17 38,227 50,225 44,247 55,247
27 50,225 64,224 56,247 69,247
11 64,224 79,222 70,247 84,246
1 87,221 103,219 91,246 108,246
3 105,218 125,216 110,246 128,245
9 127,216 150,213 131,245 152,244
3 153,212 180,209 155,244 180,243
plate 34,218 188,192 44,253 189,252
20 384,396 394,395 390,414 400,413
16 395,395 405,394 400,413 410,413
29 407,394 418,393 412,413 423,413
9 423,393 436,391 428,413 440,413
3 437,391 451,390 441,413 454,412
0 453,390 468,389 456,412 470,412
2 470,389 486,387 472,412 487,412
plate 381,388 491,376 391,418 491,418
