30 30,175 42,172 18,200 30,200
14 43,172 56,170 31,200 45,199
26 58,170 73,167 46,199 62,198
5 81,165 100,162 70,198 90,197
1 101,162 124,158 92,196 116,195
8 126,157 152,153 118,195 147,194
5 156,152 188,146 151,193 186,192
plate 33,165 198,129 13,208 197,206
12 286,75 303,73 300,104 316,104
25 305,73 324,72 318,104 335,104
18 325,71 346,70 337,104 356,103
3 355,69 377,67 365,103 386,103
9 379,67 404,65 388,103 411,102
0 407,65 434,62 413,102 438,102
5 437,62 467,59 441,101 468,101
plate 279,62 475,40 302,112 475,111
