28 8,36 21,34 -3,63 9,63
20 22,34 36,32 10,63 25,62
33 37,32 53,30 26,62 43,62
2 60,29 78,26 50,61 69,60
1 80,26 100,23 71,60 94,59
0 103,22 126,19 96,59 122,58
5 129,19 156,15 124,58 154,57
plate 11,26 163,0 -8,72 162,70
28 142,165 149,165 146,178 153,178
21 150,165 158,164 154,178 162,178
12 158,164 166,163 162,178 170,178
5 170,163 180,162 173,177 182,177
6 181,162 190,161 183,177 192,177
3 191,161 203,160 193,177 204,177
4 204,160 215,159 205,177 215,177
plate 139,159 219,150 147,181 220,181
