27 334,222 347,221 323,250 337,250
13 348,221 361,220 338,250 352,250
22 362,220 377,219 353,250 369,249
2 384,218 399,217 376,249 392,249
7 401,216 417,215 394,249 412,248
9 419,215 436,213 414,248 433,248
8 438,213 457,211 436,248 456,247
plate 337,212 463,198 319,259 463,258
19 77,252 88,251 81,274 92,274
31 90,251 103,249 93,274 106,274
14 104,249 118,248 107,274 121,273
6 124,247 139,246 127,273 142,273
6 142,245 158,244 144,273 160,272
1 161,244 180,241 162,272 182,272
8 182,241 204,239 183,272 204,271
plate 74,243 210,225 81,280 210,280
