25 78,448 85,448 72,463 79,463
21 85,448 93,447 80,463 88,463
19 93,447 100,447 88,463 96,463
7 103,447 111,446 100,463 108,463
5 112,446 120,446 109,463 117,463
6 121,446 130,445 118,463 128,462
1 131,445 139,444 129,462 138,462
plate 79,443 142,437 70,468 142,468
20 320,271 348,275 329,331 355,332
29 350,276 375,279 357,332 381,333
26 378,280 400,283 383,333 404,333
8 409,284 428,287 412,334 431,334
8 430,287 448,290 433,334 450,335
3 450,290 466,292 452,335 467,336
0 468,292 483,295 469,336 483,336
plate 313,247 487,279 328,345 487,346
