13 292,187 309,186 303,216 319,216
19 310,186 327,185 320,216 337,216
15 328,185 347,184 338,216 355,216
5 355,184 374,183 363,215 380,215
2 376,183 396,182 382,215 400,215
2 398,182 419,181 403,215 422,215
9 421,180 443,179 424,215 444,215
plate 285,173 449,162 304,224 450,223
23 54,175 86,178 67,240 97,241
31 89,178 120,181 99,241 128,242
13 122,181 150,183 130,242 156,242
9 162,184 189,187 168,242 193,243
2 191,187 215,189 195,243 217,243
2 218,189 240,191 220,244 241,244
8 242,191 263,193 243,244 263,244
plate 45,147 269,172 66,257 269,258
