21 150,283 183,288 144,361 178,362
13 187,288 217,293 182,362 213,363
32 219,293 246,297 216,363 244,364
2 258,299 282,302 256,365 281,366
4 285,303 307,306 283,366 306,367
9 309,306 329,309 308,367 328,368
6 331,310 350,313 330,368 349,368
plate 148,252 354,292 138,383 354,384
21 58,63 86,64 64,122 91,122
20 89,64 117,66 93,122 121,122
25 119,66 145,67 123,123 148,123
3 157,68 183,69 160,123 185,123
5 185,69 208,70 187,123 210,124
7 211,71 234,72 213,124 235,124
4 236,72 258,73 237,124 258,124
plate 52,38 264,53 62,137 264,138
