21 309,66 334,68 316,118 340,119
24 336,69 359,71 342,119 364,119
28 362,71 383,73 366,119 387,120
4 392,73 412,75 395,120 414,120
8 414,75 432,77 416,120 434,121
1 434,77 452,79 436,121 453,121
3 453,79 470,80 454,121 470,122
plate 304,46 474,65 316,131 474,131
17 276,385 303,389 281,444 307,445
23 305,389 329,393 310,445 333,446
33 332,393 354,396 335,446 356,447
1 362,398 381,400 364,447 383,448
5 383,401 401,403 385,448 402,448
3 402,403 418,406 403,448 419,449
8 420,406 434,408 420,449 435,449
plate 271,362 438,393 280,458 438,459
