18 153,66 165,68 149,96 162,97
11 166,68 179,69 164,97 177,97
16 180,70 190,71 178,97 189,98
6 195,72 204,73 194,98 203,98
6 205,73 214,75 204,98 214,99
1 215,75 223,76 215,99 223,99
9 224,76 232,77 223,99 231,99
plate 153,55 233,69 147,104 233,105
33 35,433 58,434 23,485 47,485
25 60,434 82,435 49,485 73,486
17 84,435 105,436 75,486 98,486
6 115,436 135,437 108,486 130,486
8 136,437 157,438 132,486 153,487
8 158,438 177,439 155,487 175,487
2 180,439 198,440 178,487 198,487
plate 38,414 203,422 17,501 203,501
