21 317,61 333,62 323,96 338,96
14 336,62 351,63 341,96 355,96
15 354,63 370,64 358,96 373,97
1 376,65 391,66 379,97 393,97
5 392,66 406,67 394,97 407,97
7 407,67 420,68 408,97 421,97
0 422,68 434,69 423,98 434,98
plate 312,46 437,57 322,105 437,105
14 286,150 312,151 271,213 300,214
27 315,152 341,153 303,214 331,214
25 343,153 367,155 333,214 359,215
4 378,155 402,157 371,215 396,215
9 404,157 427,158 399,215 423,215
2 429,158 450,159 425,216 448,216
2 453,159 474,161 451,216 473,216
plate 288,127 480,141 263,232 479,233
