27 95,127 109,126 84,159 98,159
24 110,126 125,124 100,159 115,158
32 126,124 142,123 117,158 134,158
6 149,122 166,121 141,158 159,157
6 168,121 186,119 161,157 181,157
3 188,119 207,117 183,157 204,156
6 209,117 231,115 206,156 230,156
plate 97,117 237,101 79,168 236,167
29 40,430 49,429 34,450 43,449
12 50,429 61,427 44,449 55,449
18 61,427 74,424 56,449 69,448
8 80,423 95,421 75,448 90,447
9 97,421 114,418 92,447 110,446
8 117,417 138,414 113,446 135,445
5 140,413 166,409 138,445 165,444
plate 41,423 175,394 31,455 174,454
