27 257,362 290,366 266,432 298,433
29 293,366 324,370 300,433 330,434
31 327,370 354,374 332,434 359,435
0 366,375 392,378 370,435 395,436
4 394,378 417,381 397,436 418,437
7 419,381 440,384 421,437 441,437
9 442,384 461,387 443,437 462,438
plate 249,332 467,366 264,451 467,452
14 81,364 92,366 78,390 90,390
16 93,366 103,368 91,390 102,391
25 103,368 113,369 102,391 111,391
5 117,370 125,371 115,391 124,391
2 126,371 132,372 125,391 132,392
4 133,372 140,373 133,392 140,392
5 141,373 147,374 141,392 147,392
plate 80,353 149,366 75,397 149,398
