28 342,125 358,127 348,159 364,159
32 360,127 375,129 365,159 379,159
17 378,129 392,130 382,159 395,160
6 397,131 410,132 400,160 412,160
3 411,132 423,134 413,160 424,161
5 425,134 436,135 426,161 436,161
6 437,135 447,136 437,161 447,161
plate 337,110 449,126 349,167 449,168
18 36,181 54,183 32,225 51,226
19 57,183 75,186 54,226 72,226
33 76,186 92,188 73,226 90,227
1 99,189 113,190 98,227 112,227
6 115,190 128,192 114,227 127,228
0 130,192 143,194 129,228 142,228
7 143,194 156,195 143,228 155,229
plate 35,164 158,183 28,237 158,238
