32 111,268 123,266 116,290 128,290
21 124,266 138,264 129,290 143,289
33 140,264 156,262 145,289 160,289
8 163,260 183,257 168,288 187,288
4 185,257 209,254 189,288 212,287
4 211,253 240,249 215,287 242,286
2 243,249 278,243 245,286 279,284
plate 108,259 287,224 116,296 288,295
26 90,411 99,410 81,431 90,431
16 100,410 109,409 92,431 101,431
22 111,408 121,407 103,431 115,430
4 126,406 139,405 120,430 133,430
9 140,405 153,403 134,430 149,429
9 154,403 169,401 150,429 166,428
5 171,401 187,399 168,428 186,428
plate 92,404 192,389 78,438 191,437
