10 166,288 188,289 176,329 197,329
12 189,289 210,290 198,329 218,330
19 211,290 232,291 219,330 238,330
5 241,291 259,292 246,330 263,330
8 261,292 279,293 265,330 282,330
5 281,293 299,294 284,330 300,330
1 300,294 317,295 302,331 317,331
plate 158,269 322,279 176,340 322,340
13 17,193 32,194 7,230 24,230
21 34,194 49,195 26,230 42,231
10 50,195 65,195 43,231 60,231
6 71,196 85,196 67,231 81,231
9 87,196 100,197 83,231 97,231
3 101,197 115,198 99,231 113,232
6 115,198 128,199 114,232 128,232
plate 18,180 132,187 2,241 131,242
