16 74,180 90,181 67,218 84,218
12 92,181 108,182 86,218 103,218
24 109,182 124,182 104,218 121,218
1 131,183 145,184 128,218 142,219
1 147,184 160,184 144,219 158,219
6 162,185 176,185 160,219 175,219
3 176,185 190,186 176,219 189,219
plate 74,166 193,174 63,229 193,229
13 75,118 86,120 72,144 84,144
33 87,120 97,122 85,144 96,145
13 97,122 107,123 96,145 105,145
3 111,124 119,125 109,145 118,145
9 120,125 126,126 119,145 126,146
0 127,126 134,127 127,146 134,146
5 135,127 141,128 135,146 141,146
plate 75,108 143,120 69,151 143,152
