28 24,213 44,212 8,259 29,259
10 46,212 67,210 31,259 53,258
29 68,210 90,209 55,258 79,258
4 101,208 124,206 90,258 115,257
3 127,206 151,205 118,257 144,257
9 153,205 179,203 147,257 175,256
7 182,203 209,201 178,256 208,256
plate 27,197 216,181 0,273 216,272
16 219,93 235,95 225,126 240,126
31 236,95 251,96 241,126 256,126
14 254,97 268,98 258,126 271,127
1 273,98 286,99 276,127 288,127
0 287,100 299,101 289,127 300,127
6 301,101 312,102 302,127 313,128
9 313,102 324,103 314,128 324,128
plate 214,79 326,92 226,134 326,135
