33 214,406 238,405 228,451 250,451
23 240,405 265,404 252,451 276,450
17 267,404 292,403 278,450 301,450
0 304,403 331,402 312,450 338,450
1 333,402 360,401 340,450 365,450
6 364,401 391,400 368,450 394,450
9 394,400 422,399 396,450 423,449
plate 205,386 431,377 228,462 431,462
21 21,109 34,108 25,135 38,135
32 36,108 50,107 40,135 54,135
18 51,107 66,106 55,135 70,134
9 73,106 89,105 76,134 91,134
8 91,104 107,103 93,134 109,134
2 110,103 128,102 112,134 130,133
7 130,102 150,101 131,133 150,133
plate 17,98 155,87 25,142 155,141
