21 395,225 401,224 391,237 396,237
10 401,224 407,223 397,236 403,236
29 407,223 414,223 403,236 410,236
5 417,222 425,221 414,236 422,236
2 426,221 434,220 423,236 431,235
5 435,220 445,218 433,235 444,235
1 446,218 457,217 445,235 456,234
plate 397,221 461,209 389,240 461,240
31 91,10 100,9 82,30 91,30
13 101,9 110,8 93,30 102,30
15 112,7 122,6 104,30 116,29
5 127,5 140,4 121,29 134,29
4 141,4 154,2 135,29 150,28
2 155,2 170,0 151,28 167,27
2 172,0 188,-1 169,27 187,27
plate 93,3 193,-11 79,37 192,36
