26 80,450 118,455 90,530 126,532
18 122,456 156,461 130,532 162,533
11 158,461 188,466 164,533 193,534
1 201,468 228,471 206,534 231,535
8 231,472 255,475 234,535 257,536
0 257,476 279,479 259,536 280,537
5 281,479 301,482 282,537 301,538
plate 70,414 306,460 89,551 306,552
15 133,321 160,323 139,375 165,375
32 162,323 187,325 167,375 191,376
29 189,325 213,327 193,376 216,376
1 222,328 244,330 225,376 246,377
2 246,330 266,331 248,377 268,377
7 268,332 287,333 269,377 288,378
5 289,333 307,335 290,378 308,378
plate 128,298 312,317 138,389 312,390
