26 260,292 268,291 264,309 272,308
17 270,291 279,290 274,308 283,308
17 280,290 292,288 284,308 295,308
1 297,287 311,285 301,307 314,307
4 312,285 328,283 315,307 330,307
7 329,283 347,281 331,306 349,306
5 350,280 371,277 352,306 371,305
plate 257,286 378,265 264,313 378,312
16 31,181 48,180 19,219 37,219
17 50,179 68,178 39,219 58,218
14 70,178 88,177 60,218 80,218
6 98,176 118,175 90,218 111,217
4 120,174 142,173 113,217 137,217
9 144,173 166,171 139,217 163,216
1 169,171 193,169 167,216 192,216
plate 33,167 200,152 14,231 200,230
