24 102,105 128,108 95,163 121,164
15 130,109 153,112 124,164 148,165
26 155,112 176,115 150,165 173,166
0 185,116 204,118 182,166 202,167
4 206,118 224,120 204,167 222,167
3 225,121 242,123 224,167 241,168
8 243,123 259,125 243,168 258,169
plate 103,83 262,109 90,180 262,181
16 151,326 169,325 159,362 177,362
21 171,325 190,324 179,362 197,362
32 192,324 212,324 199,362 217,361
0 220,323 241,323 225,361 245,361
5 243,323 264,322 247,361 267,361
9 266,322 287,321 269,361 289,361
1 290,321 312,320 291,361 312,361
plate 146,311 318,304 159,370 318,370
