29 331,39 340,38 336,56 344,56
10 341,38 351,37 345,56 355,55
20 352,37 363,36 356,55 367,55
7 368,36 380,34 372,55 383,55
2 382,34 395,33 384,55 397,54
1 398,33 413,31 400,54 414,54
5 414,31 431,29 415,54 432,54
plate 328,32 436,18 336,60 436,60
19 167,319 180,320 173,343 185,343
21 181,320 193,321 186,343 197,343
31 193,321 204,322 197,343 206,343
0 208,323 218,323 211,343 220,344
3 219,324 227,324 221,344 228,344
9 228,324 236,325 229,344 237,344
7 237,325 244,326 238,344 244,344
plate 162,307 247,318 173,349 247,349
