30 152,253 160,252 148,272 156,271
18 161,252 170,251 157,271 166,271
10 172,251 182,249 168,271 179,270
1 187,248 200,247 184,270 197,270
4 201,247 216,245 198,270 213,269
4 217,244 233,242 214,269 232,268
7 236,242 253,239 234,268 253,268
plate 152,247 259,229 145,277 259,276
33 28,389 44,387 45,417 61,416
28 45,387 64,385 62,416 80,416
29 66,385 86,382 82,416 102,415
1 97,381 122,378 111,415 135,414
9 125,377 153,374 138,414 164,414
5 157,373 192,369 168,414 199,413
9 195,369 235,364 202,413 238,412
plate 19,378 248,339 48,424 250,423
