32 210,130 232,133 203,180 227,181
29 233,133 253,136 228,181 249,182
17 254,136 273,139 251,182 270,183
8 280,140 296,142 278,183 294,184
2 298,143 312,145 296,184 311,184
1 313,145 326,147 312,184 326,185
3 328,147 340,149 327,185 340,185
plate 210,110 343,135 198,195 343,196
25 75,271 100,273 60,332 87,332
11 102,273 127,275 89,332 116,333
25 129,275 151,277 118,333 143,334
5 161,278 183,279 154,334 178,334
9 185,279 205,281 179,334 201,335
2 208,281 227,283 204,335 225,335
7 229,283 247,284 227,335 246,336
plate 78,250 252,266 51,350 252,351
