18 21,296 47,301 8,359 37,360
33 49,301 72,305 40,361 65,362
16 74,306 95,309 67,362 90,363
2 103,311 121,314 99,363 118,364
4 123,315 139,318 120,365 137,365
7 141,318 156,321 139,365 154,366
3 157,321 170,323 156,366 170,367
plate 23,273 174,308 1,378 173,380
29 94,131 122,133 86,194 115,195
29 125,133 152,134 119,195 147,195
27 154,134 180,136 149,195 176,196
4 191,136 216,138 188,196 213,196
0 219,138 242,139 216,196 241,196
4 244,139 267,140 242,196 266,197
8 270,140 292,142 269,197 292,197
plate 93,107 298,121 81,212 298,213
