19 296,355 305,354 293,373 301,373
30 306,354 316,352 302,373 312,372
12 316,352 328,350 313,372 324,372
3 333,349 347,347 330,371 344,371
4 349,347 364,344 345,371 361,370
3 366,344 386,340 364,370 385,369
3 388,340 412,336 386,369 412,368
plate 297,349 419,323 291,378 419,377
14 76,167 89,165 89,189 103,189
12 90,165 106,163 104,189 119,189
23 107,163 125,161 120,189 137,188
7 133,160 154,157 145,188 165,187
0 156,157 181,153 167,187 190,187
4 184,153 214,149 193,186 220,186
2 217,149 254,144 223,186 255,185
plate 68,157 263,123 92,195 264,194
