28 80,383 112,388 92,446 121,447
10 114,388 142,392 124,447 150,448
26 145,392 170,396 152,448 176,449
6 180,397 202,400 185,449 206,450
2 204,401 224,403 208,450 226,451
4 226,404 244,406 228,451 245,451
1 246,406 263,409 247,451 263,452
plate 72,355 266,391 93,462 267,463
11 193,32 206,31 188,61 202,60
15 207,31 222,30 203,60 218,60
33 223,30 238,29 219,60 235,60
8 246,28 262,27 242,59 259,59
6 264,27 281,25 261,59 279,59
4 283,25 301,24 281,59 300,58
1 303,24 323,22 302,58 323,58
plate 193,21 329,8 185,69 329,68
